latitude,longitude,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,temperature_c,humidity_percent,elevation_m,slope_degree,aspect_degree,historical_landslide_count,landslide_occurred
13.67077,83.61326,14.84,32.42,82.61,258.41,30.01,73.49,2162.92,33.62,281.51,1,1
31.99227,73.2051,5.12,9.89,36.48,140.71,6.54,62.1,202.23,32.26,306.0,3,0
12.54761,90.17079,4.35,14.57,94.04,321.14,1.88,48.34,2036.23,28.29,272.78,0,0
19.52943,90.977,6.99,28.36,100.37,374.99,23.74,67.6,1299.0,5.94,235.22,0,1
18.12099,77.44626,1.65,33.54,152.51,180.24,14.99,54.29,2242.74,53.57,347.51,0,1
10.16604,93.31521,6.52,31.72,70.21,270.65,26.33,92.35,2543.88,30.83,172.36,0,1
10.19942,80.51344,6.21,37.72,71.39,364.9,27.0,90.26,1881.96,32.09,223.01,0,0
25.91262,80.68141,21.27,29.54,67.26,172.47,8.86,90.7,2789.96,17.02,275.8,3,1
9.53818,91.43399,8.89,26.17,57.4,200.23,3.1,64.81,2625.18,26.16,254.56,0,1
26.87133,81.38641,2.26,77.12,119.28,230.78,31.46,66.01,1520.46,14.4,220.45,0,0
9.81523,69.47651,13.88,78.0,111.69,282.24,3.34,66.37,460.88,26.53,329.98,0,0
21.19732,81.88159,9.19,52.7,159.17,459.15,1.23,49.65,3795.9,43.35,150.23,0,1
35.88904,73.55764,20.21,29.91,99.33,149.84,25.67,64.31,3561.37,21.41,295.28,1,0
32.51944,74.70711,7.03,59.2,85.01,194.87,26.55,85.78,2581.81,18.53,259.87,0,0
14.99716,80.3805,2.26,48.65,60.69,154.01,6.42,88.1,4161.99,10.4,258.63,0,0
10.18653,93.0399,6.96,37.01,81.02,128.34,10.26,53.32,23.68,14.23,298.79,0,0
13.26034,93.11926,1.24,38.38,72.26,109.95,31.33,74.49,1530.9,52.47,357.69,2,0
16.53714,93.87279,10.96,31.27,101.65,270.36,33.68,53.09,3838.37,35.71,42.59,3,1
11.30711,88.74984,11.04,29.29,103.04,179.9,23.26,75.38,423.29,50.77,100.82,2,1
18.60492,95.32034,15.91,24.41,46.37,275.72,-0.54,51.52,787.59,31.81,132.81,2,0
34.78278,89.94827,6.79,16.17,90.54,195.05,20.33,68.63,2339.69,41.16,263.11,0,0
12.83002,89.78659,0.84,6.92,69.25,304.28,-0.89,45.82,2839.45,15.09,10.05,0,0
35.79145,72.37886,5.6,16.16,32.3,178.48,8.08,40.01,3900.03,20.69,229.57,1,0
13.31932,68.47457,9.86,66.74,87.89,199.96,12.96,65.46,1988.65,43.93,44.62,0,1
10.41014,86.41979,17.59,34.69,125.4,253.3,12.89,71.92,1705.78,53.74,153.32,6,1
18.85132,91.29184,2.38,10.59,126.26,254.1,15.96,41.6,2585.52,23.73,350.46,0,0
11.13582,90.1613,3.87,15.58,73.34,258.3,-0.46,85.42,3493.51,12.84,317.13,3,1
20.24427,78.39072,24.0,51.42,76.98,159.09,14.56,54.64,1940.33,54.19,88.94,1,0
22.07866,84.76877,1.78,17.87,86.77,180.91,19.77,84.89,4150.99,24.9,232.87,2,0
20.56235,93.97737,15.76,20.69,76.91,402.57,7.05,89.67,1331.01,9.61,190.27,0,1
15.23571,93.59009,2.17,31.29,73.35,374.79,24.07,51.85,1833.65,51.12,192.59,0,1
20.00677,79.94596,4.85,37.79,93.53,169.81,-0.96,74.94,2149.52,32.23,258.62,0,1
30.25024,70.22582,12.17,21.02,118.8,351.07,9.66,49.68,598.1,45.38,331.23,0,0
16.79901,83.2755,5.88,22.65,66.49,342.98,4.59,88.09,3277.96,34.33,247.02,0,0
9.61833,86.76106,5.35,42.4,51.09,252.72,19.13,55.02,989.21,28.05,252.48,0,1
21.62848,83.46162,1.61,5.63,61.1,261.4,26.49,44.31,2261.05,10.94,143.94,0,0
27.309,77.8929,16.56,42.29,98.26,258.64,12.42,51.57,1700.86,23.39,238.18,0,0
27.11315,70.4743,15.77,30.13,70.45,370.45,7.14,79.71,653.36,39.21,53.51,0,1
13.55724,93.94433,28.54,44.08,72.44,708.64,0.07,83.42,2541.6,42.23,168.18,3,1
28.2525,87.06427,15.29,56.83,81.44,302.64,2.17,87.77,131.46,28.86,238.01,1,0
20.01131,74.11303,1.92,5.69,53.23,162.55,28.98,75.1,1888.47,24.93,58.85,1,1
31.44405,83.50352,2.91,13.52,17.31,113.68,2.62,63.7,2303.65,22.93,287.52,1,0
26.11687,82.2743,0.19,5.88,59.62,145.19,22.14,39.57,906.26,27.46,117.74,0,1
8.29958,89.05469,3.26,32.33,46.65,269.24,8.62,80.47,2456.13,17.93,96.01,1,1
28.14954,82.32421,8.09,13.21,45.47,263.06,29.8,91.18,1637.44,42.75,128.86,3,1
20.4072,92.10547,6.16,56.06,76.44,241.05,12.19,49.13,2268.09,27.5,271.91,0,0
19.54212,73.34803,17.91,35.13,117.89,151.28,10.11,79.71,822.98,28.19,22.21,0,1
22.40843,71.4585,16.74,38.43,50.78,216.18,0.51,79.55,1100.57,33.94,255.29,4,1
20.93545,69.30408,13.58,25.93,37.13,195.36,1.96,78.61,1602.81,21.66,239.08,3,0
33.40625,95.33933,21.43,33.46,82.96,162.1,20.62,76.35,3052.12,4.21,163.88,0,0
18.87963,77.0752,17.89,27.59,128.86,190.11,18.42,38.14,2920.94,42.99,207.19,0,1
24.40814,73.87377,26.09,34.68,95.89,221.53,12.82,58.78,3300.49,34.11,337.17,0,1
17.28521,92.82161,0.22,11.77,84.02,164.4,21.55,47.51,1205.11,51.76,25.92,1,1
24.68151,88.92829,8.64,42.42,74.32,317.31,22.22,66.6,1897.44,38.34,0.05,0,1
14.22927,86.85008,11.44,36.06,66.43,361.89,4.52,44.71,979.26,31.63,296.6,0,0
13.65803,82.14375,3.48,44.6,136.26,330.6,19.0,48.17,1970.9,37.1,217.5,0,1
31.34819,79.61438,15.24,15.95,47.71,148.31,15.94,43.3,4039.36,30.93,141.77,3,0
30.20976,79.13646,11.16,30.09,83.47,163.67,3.51,74.13,1881.35,33.7,147.97,0,1
18.23076,69.77082,1.62,4.42,58.4,492.03,14.28,64.09,2180.88,23.0,309.98,2,0
15.71236,75.26392,15.8,16.3,97.37,315.95,11.2,40.88,1225.97,18.49,236.08,1,1
28.77352,87.035,0.63,2.98,75.43,357.36,32.45,57.39,2277.86,24.14,289.56,0,1
23.35922,95.0707,0.16,8.19,69.92,231.15,6.68,79.46,2191.91,10.0,126.41,2,0
35.63419,81.32937,13.01,21.8,41.1,141.6,21.47,94.82,2464.96,8.92,44.54,0,0
20.19164,68.0938,26.01,36.59,117.09,354.5,11.52,68.44,1573.82,21.61,76.76,0,1
34.43627,78.78015,39.67,53.92,151.46,320.98,23.14,66.2,1592.23,26.62,214.78,0,0
11.54012,68.24449,12.88,36.19,105.95,314.04,2.88,69.36,3713.06,43.6,257.53,2,1
22.53216,82.17749,5.03,14.63,80.12,144.93,7.12,62.89,3568.31,24.5,235.17,0,0
29.92692,77.62049,6.18,22.05,67.5,271.83,29.51,98.11,566.94,20.6,100.87,0,0
29.3017,71.8699,12.52,53.12,96.71,147.58,17.64,98.75,2743.2,13.56,131.43,3,0
10.68321,77.5233,7.4,30.51,90.51,125.53,27.28,43.92,1809.49,39.44,80.17,1,0
24.4804,75.18884,6.33,24.39,41.16,152.25,22.35,67.22,1840.53,26.99,29.71,1,0
21.0123,93.82589,13.05,40.97,84.79,282.28,6.06,75.64,2549.46,27.88,81.66,0,1
22.07944,86.09986,3.28,57.83,77.54,367.01,25.1,54.14,1861.68,19.79,221.14,3,0
30.88102,78.90965,7.48,10.13,95.18,251.96,4.03,93.51,2667.06,29.17,10.83,0,0
30.26986,81.3716,3.63,87.64,101.36,336.03,25.66,46.9,1240.04,28.12,59.68,1,1
30.31637,70.40657,6.54,46.55,72.17,175.43,14.4,74.68,1617.51,22.23,193.06,0,0
35.28271,83.86113,16.79,48.27,110.94,215.58,32.56,73.72,92.68,33.16,269.59,0,1
35.33814,83.76266,6.87,73.85,117.67,309.08,14.28,46.31,2867.07,21.21,330.65,1,1
28.21941,79.52089,13.75,49.51,78.2,410.48,13.12,89.87,2734.31,25.87,280.8,0,1
9.94638,72.30168,0.63,25.54,95.12,278.12,17.13,41.28,3342.14,34.26,188.62,0,1
31.86874,86.20825,2.13,18.73,44.62,100.89,2.68,89.88,1436.77,26.54,156.77,3,0
27.24783,70.0932,2.12,41.69,62.63,219.55,23.2,89.65,553.74,28.56,330.49,3,1
8.0337,74.52596,5.49,28.5,61.88,328.17,31.99,41.76,1465.03,12.06,299.97,0,0
34.3383,79.07822,19.49,29.43,84.59,184.91,4.0,97.67,1422.36,55.36,191.38,2,1
17.84731,88.01038,4.38,26.96,42.22,151.38,4.25,95.29,4005.84,32.86,162.43,0,1
34.46181,78.44251,9.91,86.84,219.61,414.87,6.57,49.69,4136.75,28.74,332.19,0,1
29.86275,88.24459,15.84,40.91,157.75,398.05,3.56,64.82,1459.25,27.29,140.16,0,1
19.4905,80.77145,9.2,27.05,108.41,236.8,11.83,65.33,778.92,25.94,153.47,0,1
35.1072,79.30553,0.95,8.36,23.51,204.15,25.26,95.48,4175.89,17.93,323.2,0,0
21.52291,79.2851,2.66,27.79,109.07,484.72,4.89,42.0,2112.68,32.73,326.78,0,1
13.34777,94.05071,4.89,7.71,66.83,195.65,5.83,64.83,2141.95,23.42,153.03,5,0
30.67167,95.2186,5.3,38.45,96.48,337.8,-1.65,94.17,2393.64,41.95,2.44,1,1
35.50839,74.2361,14.27,15.98,50.47,104.33,2.81,93.96,2662.08,16.41,142.82,0,0
31.84669,70.33776,14.93,40.23,78.6,214.22,19.3,66.86,1728.33,11.0,188.3,0,0
23.18645,77.25665,3.25,13.45,83.21,121.26,-1.14,44.39,813.58,7.85,115.93,0,0
14.68795,86.85418,11.14,39.04,56.29,138.08,-1.87,71.37,3181.92,25.41,221.94,0,0
8.87873,95.34865,18.05,47.07,83.61,149.86,6.66,96.5,3907.0,7.0,5.03,0,0
27.19643,73.60966,5.82,26.33,36.73,389.1,18.17,87.43,3471.73,46.99,118.57,1,1
24.43431,84.48757,5.81,23.66,80.59,320.92,32.09,46.22,2228.96,40.09,345.79,1,1
24.64136,70.02624,2.2,17.11,88.42,322.07,1.65,46.95,3589.04,38.51,147.6,0,0
34.71471,93.9933,2.65,26.99,80.89,295.49,22.48,91.44,3607.28,45.2,156.02,0,1
8.52334,96.88069,4.18,28.88,94.11,270.32,18.14,41.28,3360.37,25.21,278.72,2,1
20.578,75.97073,21.17,65.8,103.64,229.69,9.98,78.12,3606.24,20.0,37.24,0,1
9.10359,96.2865,13.13,35.49,70.13,202.61,26.18,91.22,2530.45,54.33,246.24,2,1
31.68548,85.06738,1.66,39.84,61.15,82.64,-1.67,41.47,4099.01,31.5,140.43,0,0
35.83409,93.55823,8.89,28.21,48.87,222.8,5.08,74.17,1460.47,18.65,131.64,0,0
25.83627,76.25566,1.13,46.74,71.07,197.44,4.32,94.16,3581.18,20.97,337.17,1,0
15.74015,77.56918,6.49,48.77,113.44,408.43,4.52,53.83,2192.07,27.46,329.71,0,0
10.25246,68.9225,11.18,66.57,181.38,307.64,9.08,93.15,1330.96,53.74,86.19,1,1
14.30676,70.56111,6.5,15.59,101.93,380.66,9.0,81.65,978.41,47.23,352.98,0,1
18.9985,96.26432,10.34,26.23,72.12,133.27,33.8,75.85,1262.08,36.42,300.43,4,0
11.38764,75.76182,10.8,23.7,46.6,144.59,12.16,75.05,906.65,37.56,178.95,1,0
18.79278,81.45428,13.38,15.62,32.1,210.3,31.23,67.14,447.36,4.77,342.38,0,0
21.81353,78.4357,14.89,38.93,85.03,353.9,0.75,69.03,483.3,50.58,162.69,0,1
30.78508,90.34084,9.05,13.69,72.33,133.72,2.06,39.41,2895.04,26.97,112.94,2,0
35.06045,91.86108,7.22,24.22,99.28,172.47,31.2,50.15,2773.76,22.62,194.77,0,1
9.66986,70.50152,5.21,27.71,79.6,159.27,21.54,76.59,2453.4,38.43,190.0,0,0
31.38054,93.09934,0.53,17.5,39.32,219.55,26.55,93.2,635.38,29.99,117.16,0,1
28.74223,77.74083,10.84,31.78,54.26,299.31,0.28,78.82,1353.47,33.25,72.96,2,0
32.13113,90.56409,52.73,66.26,102.61,312.91,25.5,55.14,2741.3,22.64,244.32,0,1
23.99458,78.32632,15.33,53.03,86.36,142.67,8.05,75.47,2174.79,3.87,92.57,2,0
35.12838,86.54744,3.45,14.94,98.35,274.0,11.75,68.36,1158.47,23.38,152.19,2,0
22.22166,80.88692,4.68,57.24,58.21,176.5,11.23,84.1,3161.43,27.81,21.0,0,1
33.00974,88.00426,2.9,22.44,45.18,309.54,12.6,91.82,3284.51,2.44,13.84,1,0
9.61344,72.89864,12.86,25.53,46.28,175.56,2.68,44.22,1661.2,19.91,221.53,0,0
25.58099,77.13488,10.33,23.64,96.83,231.21,30.0,92.95,110.23,29.29,112.76,0,1
14.92175,85.46105,16.3,54.42,64.03,343.35,19.49,49.16,551.74,42.26,324.92,5,1
17.20043,83.07403,5.17,18.05,84.04,305.08,4.12,78.47,4151.21,28.08,251.0,1,0
20.84947,76.17827,4.75,35.03,53.26,418.83,24.91,58.12,76.94,45.65,131.64,2,0
14.34102,89.28103,5.95,39.18,62.22,521.74,11.26,95.03,1663.28,30.07,216.49,0,0
14.18819,83.06805,2.12,31.27,41.7,75.93,9.88,88.97,3396.39,54.28,255.95,0,1
33.24503,81.7421,8.66,43.73,68.16,141.02,-0.98,97.9,1548.33,31.41,56.36,2,0
15.97851,73.71171,17.73,54.27,99.24,263.22,-1.12,62.39,2182.44,39.9,41.08,0,0
28.34041,68.77669,1.3,14.19,97.49,213.7,29.63,81.61,25.09,38.78,173.63,0,1
8.36376,94.02848,2.32,48.57,76.91,129.88,15.87,48.58,1217.69,23.57,335.78,0,0
24.00062,85.91546,12.99,52.87,131.09,240.77,14.53,63.38,4029.37,34.74,270.04,0,1
21.19415,93.96946,7.06,50.93,102.77,222.07,17.24,55.01,2009.28,52.93,45.02,0,1
34.41013,70.38411,1.23,63.19,133.79,362.86,15.83,67.98,3006.95,18.12,60.43,0,0
10.96764,71.36842,2.84,17.98,95.67,148.2,9.99,97.95,1657.48,31.71,288.41,1,0
16.38482,72.09703,21.07,26.18,74.75,189.82,23.22,54.7,2092.34,21.99,36.73,1,0
20.98059,81.64944,17.17,48.69,101.14,200.76,26.57,70.55,56.77,21.53,246.95,0,0
27.34708,68.77484,7.2,9.1,56.95,325.9,28.72,97.42,3957.65,20.79,209.21,2,0
15.95324,85.54748,21.54,40.32,78.55,301.23,18.53,49.29,2979.65,24.8,227.72,1,1
12.32988,94.46882,12.66,45.86,52.96,142.03,9.29,75.25,817.16,37.48,114.02,2,0
18.55324,78.28927,8.54,14.34,61.83,109.89,32.83,50.47,2558.51,22.89,314.37,0,0
11.51815,94.02557,1.01,40.55,60.97,141.3,5.86,96.36,2980.27,31.47,296.3,2,0
31.66792,94.62876,13.49,26.68,58.63,155.54,-1.06,57.61,733.38,32.27,168.8,0,0
33.28589,74.6138,2.52,28.64,88.72,171.01,2.93,41.31,3838.26,22.58,197.66,1,1
22.4047,86.33256,7.3,13.14,50.52,173.92,11.53,67.51,2124.76,46.54,213.99,0,0
27.15195,93.02909,5.65,49.62,140.99,254.04,28.12,63.61,1074.09,14.24,43.55,0,0
9.64052,71.0148,1.82,22.67,91.25,251.42,14.75,79.89,1402.67,32.59,26.88,0,1
15.84721,77.76353,8.87,58.87,68.31,176.45,17.87,52.31,3957.97,32.59,216.21,1,0
32.57009,80.83514,1.04,3.88,103.8,145.82,5.29,88.91,347.91,24.5,82.46,0,1
25.14884,84.328,7.59,12.55,50.88,125.44,4.46,58.6,2329.56,42.13,319.74,1,0
32.82127,92.63312,2.14,23.94,122.04,346.99,0.66,57.63,2780.77,39.89,242.39,1,1
32.94037,77.57896,8.62,29.15,45.72,322.48,5.42,90.79,2791.93,23.07,350.87,2,1
12.10421,72.83153,19.08,35.38,69.32,299.84,2.87,94.14,626.38,10.43,137.16,0,0
27.37675,68.81036,1.01,24.49,215.87,804.85,20.07,75.75,2350.48,25.05,248.25,1,1
21.54749,94.75668,7.44,38.04,77.95,357.01,20.62,78.33,3243.31,31.91,93.62,1,1
26.69518,82.89422,8.54,18.48,120.26,427.27,5.36,54.05,429.76,38.66,347.28,2,1
27.99324,69.23002,7.69,25.27,59.49,319.84,24.82,79.6,3655.54,22.53,290.69,4,0
33.5841,79.34564,1.72,11.39,110.98,251.46,19.95,97.17,1652.84,15.79,216.26,1,1
28.70834,94.08034,3.75,22.27,35.54,334.62,31.51,76.3,1571.36,36.62,27.15,2,0
28.33311,74.81331,19.92,27.32,152.27,322.41,-0.75,90.49,1337.47,26.82,318.74,0,1
12.19687,85.12247,8.59,35.99,97.43,275.39,33.87,53.98,1785.4,47.93,331.74,0,0
10.25533,72.48277,8.54,29.34,32.8,181.63,29.57,50.31,3112.01,43.36,120.65,0,1
19.99084,92.52444,5.66,33.94,59.64,152.82,19.37,42.41,3582.18,42.58,176.82,0,0
34.90403,77.67666,20.2,41.59,58.63,239.52,9.65,58.51,2357.56,18.94,178.56,0,0
11.85939,89.38651,14.25,83.33,152.82,364.0,32.2,54.47,564.19,30.04,329.79,3,1
11.37021,77.20981,1.37,49.5,78.16,309.47,3.86,56.57,1416.52,41.02,212.78,0,0
30.57885,69.98437,6.54,35.45,65.95,110.01,24.68,93.84,3363.49,27.96,100.08,0,1
16.63284,82.37363,14.22,53.16,79.55,543.95,0.87,48.32,1957.14,34.55,45.08,1,1
20.44395,68.18387,12.01,28.94,36.16,158.09,19.7,52.39,3129.53,23.18,347.49,0,0
11.42413,86.70848,1.29,4.36,43.39,334.89,23.03,45.97,2943.57,17.31,149.2,0,0
35.98908,83.03088,16.39,29.96,107.78,175.64,11.28,47.42,1838.67,34.94,85.67,0,1
21.05839,70.56156,2.11,27.48,100.86,312.07,23.08,56.66,3449.55,21.39,86.26,0,1
32.2289,80.74295,11.97,35.98,73.17,414.19,27.46,76.17,212.6,14.98,151.15,0,1
14.11902,96.32213,6.11,16.07,36.14,174.8,8.58,63.67,2141.58,45.71,89.66,4,0
15.87679,77.15199,10.8,24.01,63.92,215.21,5.37,64.78,1237.67,22.7,223.63,2,1
9.28118,70.1937,1.38,29.32,71.42,127.12,-1.28,48.46,620.54,28.14,254.46,0,0
25.12361,90.47047,5.91,23.76,46.9,310.83,9.07,88.51,2906.29,28.58,205.99,0,0
20.22131,70.64195,4.26,17.06,43.22,226.28,10.22,85.55,3535.4,37.56,160.41,0,0
29.90831,77.02757,7.83,47.93,115.59,357.84,0.29,62.18,1107.49,8.86,151.03,1,0
21.20079,83.58437,9.61,22.91,83.38,189.2,3.77,46.71,3755.3,26.7,69.05,0,1
31.40578,80.89818,8.04,41.01,80.43,414.82,29.6,66.45,158.24,21.77,357.02,0,1
34.38544,73.44068,5.56,27.87,98.37,242.64,-0.15,84.68,1898.4,45.74,92.38,2,1
27.98403,91.30098,13.41,37.88,96.5,178.83,19.0,70.15,1879.18,37.55,93.98,0,1
22.69058,75.07755,7.57,12.48,65.81,623.26,27.28,89.78,1665.67,8.66,13.79,2,0
14.91693,80.00223,5.79,48.85,91.87,228.62,15.62,45.83,3517.05,35.4,300.56,1,0
28.34759,94.7325,4.57,6.68,101.21,153.08,24.28,45.29,1045.39,21.99,22.5,0,0
25.08932,86.67157,11.72,23.39,83.34,210.69,13.85,91.05,3004.92,31.51,143.87,0,1
27.77611,96.69044,11.82,15.16,22.84,173.23,21.41,93.39,133.09,11.95,359.03,1,0
21.40594,93.32567,1.08,44.59,72.54,313.85,14.88,38.02,2620.44,34.84,236.38,1,1
19.8364,85.66679,16.39,17.76,53.16,370.43,-0.23,64.65,3794.01,16.27,58.45,1,0
11.7713,81.55395,1.19,30.95,112.05,310.95,8.02,68.63,3154.97,8.28,9.82,2,0
10.17635,74.67814,7.59,24.5,85.89,186.16,4.99,96.64,427.17,33.64,165.34,0,1
15.80004,78.49878,13.95,65.25,84.49,294.7,27.84,80.31,108.98,24.92,131.94,0,1
9.84884,93.78258,12.78,47.46,51.25,106.44,18.74,44.22,3757.43,33.28,9.48,2,0
25.46254,71.63101,2.24,12.66,33.53,185.46,13.52,75.9,2171.36,25.65,151.1,2,1
34.18469,73.53322,2.8,35.63,77.7,218.08,6.67,56.6,1462.05,40.96,133.56,0,0
32.70235,87.23374,0.85,11.4,77.51,214.54,-1.01,47.79,798.88,38.03,17.4,2,1
20.231,78.29004,25.47,50.14,70.57,440.87,0.53,52.69,2841.25,21.71,355.33,0,0
12.12682,73.87488,5.15,37.92,117.93,289.89,9.47,62.42,1051.48,38.17,197.22,1,1
33.92556,73.23905,6.0,36.46,53.18,406.06,1.1,88.4,529.71,20.05,150.61,0,0
32.81668,82.5408,5.26,19.71,48.79,285.6,14.98,67.78,1045.9,29.94,270.29,0,1
23.31544,70.87207,26.23,36.18,85.26,123.48,0.99,66.28,2085.57,24.69,255.84,0,1
16.62815,91.8414,1.61,25.58,36.33,227.06,22.94,86.8,4101.61,26.56,161.14,0,1
18.60554,94.69945,2.25,35.83,129.19,308.23,31.89,79.38,2445.17,32.78,332.32,0,1
17.06449,89.36058,9.32,23.62,47.71,97.7,29.29,83.77,4047.06,27.16,234.45,3,0
33.68229,78.78526,12.18,28.64,89.38,533.84,13.31,54.68,532.89,43.07,311.27,1,1
23.06416,75.52296,0.18,49.74,79.02,226.42,1.17,45.92,428.19,21.89,40.42,0,0
14.61817,92.35124,18.8,32.01,42.59,417.11,30.28,58.03,1841.01,44.98,231.24,3,1
9.87806,84.8057,19.74,37.98,110.36,410.13,4.06,71.59,3510.58,49.28,215.31,0,1
12.80263,96.58477,21.72,42.75,132.93,193.88,5.4,54.9,2377.53,32.88,288.35,0,0
22.75892,74.47287,12.77,20.33,106.19,296.22,2.46,91.73,2493.01,4.51,316.3,1,0
12.47323,72.99051,5.47,15.13,67.73,362.86,1.95,40.45,1290.19,14.43,111.64,0,0
33.66793,86.51202,7.78,24.57,73.51,312.59,3.66,90.7,2721.27,29.07,166.91,1,1
10.66875,94.71565,4.42,12.74,47.67,185.3,18.65,86.72,488.46,28.05,98.61,2,0
32.48912,83.95666,2.18,4.44,18.1,327.96,17.58,50.73,4003.02,25.45,76.78,2,0
26.27856,84.57079,4.75,44.84,78.83,146.15,20.31,67.64,3494.89,28.42,294.8,2,1
9.324,87.17117,24.3,51.49,68.72,162.33,26.13,75.87,2176.54,32.41,280.7,1,0
30.57435,95.35083,5.93,16.18,42.99,282.97,32.11,52.58,1006.96,14.98,289.05,1,0
23.79284,68.11344,9.56,14.89,52.45,254.04,32.27,44.32,939.88,48.61,160.45,1,1
20.54627,77.41971,5.25,22.01,125.88,223.87,1.29,57.82,1495.0,13.73,301.39,0,1
25.21245,68.81037,1.83,22.8,49.38,117.33,4.0,48.55,2077.61,37.2,317.93,0,0
25.56094,88.65852,14.28,33.68,63.31,165.21,33.65,63.03,319.14,27.83,260.8,0,0
25.38117,71.92617,0.23,5.07,37.7,173.08,11.63,43.49,1695.44,18.61,215.8,2,0
34.94139,86.64104,13.48,55.19,85.51,171.77,25.07,49.83,371.8,34.37,158.12,2,0
25.08743,87.19523,15.18,30.74,76.73,166.98,23.69,64.92,1513.12,32.64,42.66,2,0
29.67678,69.9499,9.83,26.51,174.75,368.05,30.36,96.48,1761.35,38.38,285.4,0,1
28.55082,82.58225,6.69,20.83,68.65,319.68,10.38,66.28,3158.57,32.67,204.54,3,1
32.16793,88.07965,4.02,15.45,120.7,293.24,15.88,57.81,481.86,29.29,149.89,1,1
12.95996,70.244,2.5,3.85,93.33,187.26,32.72,93.12,637.35,23.39,175.54,0,1
16.96286,91.70701,19.94,35.57,193.99,406.51,27.47,73.65,1402.84,42.1,21.26,1,1
25.34961,82.39544,29.04,67.02,106.41,215.79,27.53,52.18,1036.59,32.37,58.89,0,1
21.09058,80.25713,1.18,55.88,189.83,398.16,3.82,68.59,2319.44,22.28,91.98,2,1
32.87527,86.36108,5.17,13.44,21.94,91.59,25.67,89.62,2694.75,25.16,123.51,0,0
18.85459,89.80807,2.62,18.09,66.88,150.63,5.86,66.77,2591.56,25.36,128.1,0,0
16.55031,84.7087,9.65,20.23,88.33,199.79,22.69,81.94,1432.92,39.37,322.89,2,1
35.52668,92.3005,14.81,38.47,54.7,292.42,15.38,46.24,1019.19,48.65,350.26,1,1
29.82383,69.23877,17.16,27.74,136.6,440.81,13.18,81.56,254.76,33.02,87.27,0,1
19.12299,96.21059,7.21,30.72,48.2,488.72,8.32,88.47,3695.69,46.14,339.38,1,0
23.65617,69.36359,38.9,55.41,159.75,257.82,14.52,41.25,49.92,49.92,75.03,1,1
24.34254,86.58495,2.43,14.18,61.69,165.14,28.83,43.03,51.44,25.97,274.67,0,0
19.14308,76.85288,4.37,9.32,82.21,116.73,18.92,65.33,1252.08,25.87,0.97,0,0
12.91293,90.12021,7.06,18.69,81.03,143.05,13.08,54.01,3270.38,42.45,5.1,4,0
23.08428,75.72599,14.39,19.58,188.08,475.99,24.6,43.37,4103.46,35.19,340.79,0,1
17.11657,96.67536,10.28,24.75,69.49,224.45,17.95,44.19,3852.64,17.06,98.99,1,0
8.15843,71.98912,13.76,28.64,189.21,291.28,2.55,49.2,416.07,47.57,320.91,1,1
19.75349,71.76026,5.87,10.64,53.16,198.73,8.71,63.22,3296.34,35.35,286.89,2,0
31.49806,90.04525,9.05,48.29,87.58,419.47,-1.86,66.78,767.11,28.25,6.01,0,1
21.39735,92.61629,17.26,51.05,148.1,319.24,5.04,84.7,4062.57,8.1,195.73,0,0
9.94328,70.72342,5.37,32.54,104.19,183.43,22.13,78.39,4089.34,13.96,24.01,0,0
19.53769,80.1623,3.21,47.65,75.28,166.73,24.58,84.59,1308.34,37.24,314.56,0,0
19.18885,86.25602,0.69,18.28,30.15,219.31,14.28,52.59,1227.69,30.57,226.63,1,1
10.93805,82.83073,12.22,53.11,82.26,244.25,33.78,88.58,185.42,22.69,40.91,0,0
28.81883,93.59812,1.21,15.84,128.14,200.38,5.84,46.26,3645.43,25.25,207.76,2,0
23.99139,93.66274,1.16,34.07,49.63,187.08,4.47,88.77,1487.54,53.56,98.77,0,1
33.23845,76.36147,13.94,35.91,67.35,200.06,24.98,49.45,1438.18,36.77,69.3,0,0
19.76758,79.64038,0.79,30.0,45.01,260.26,11.64,91.96,4086.36,42.03,189.17,5,1
17.00637,82.73061,7.68,11.21,38.05,47.24,29.56,45.82,4030.06,32.17,192.28,0,0
11.38368,93.43602,6.21,16.91,172.41,500.93,5.52,63.82,3138.11,26.13,166.7,1,1
15.97348,82.88727,5.16,29.15,92.23,306.02,26.5,98.81,766.39,39.47,42.66,0,1
8.29912,90.16592,11.63,33.97,70.95,324.53,23.58,84.11,3517.89,27.19,262.98,1,1
33.32348,93.70403,2.61,18.83,52.22,318.92,17.42,52.64,3055.1,41.1,158.62,1,1
29.59421,81.32797,7.49,21.31,70.37,494.21,20.52,92.38,3427.35,18.0,242.23,0,1
11.15762,89.67973,6.23,22.32,103.47,351.03,24.4,91.85,4009.06,8.72,100.85,2,1
26.24963,74.42745,18.45,32.52,63.86,212.88,26.3,69.84,313.73,44.08,119.0,0,1
16.7861,91.77491,3.12,49.28,90.09,213.12,21.65,61.1,3867.97,36.66,129.43,4,1
21.72391,75.81757,7.3,20.35,44.29,129.22,15.45,46.99,3870.16,34.16,353.81,0,0
30.33629,72.17358,5.51,38.66,46.22,170.61,20.41,45.07,1297.49,21.32,318.86,0,0
14.88298,79.50985,1.46,34.67,81.64,399.86,-1.9,46.18,257.62,13.77,331.75,1,0
14.57158,83.41612,12.24,38.61,129.14,227.45,11.34,78.52,2380.48,23.69,338.99,4,1
